ipo_name,listing_date,listing_year,listing_month,issue_price,issue_amount_cr,lot_size,pe_ratio,qib_x,nii_x,retail_x,total_x,gmp,gmp_percent,issue_category,listing_gain_pct,is_mainboard
Powerica,2026-04-02,2026,4,395,1100.0,37.0,24.45,4.74,0.47,0.16,1.53,7.0,1.77,IPO,-1.27,1
Central Mine Planning,2026-03-30,2026,3,172,1841.45,80.0,18.41,3.48,0.35,0.35,1.05,5.0,2.91,IPO,-10.43,1
GSP Crop Science,2026-03-24,2026,3,320,400.0,46.0,15.34,2.66,3.14,0.42,1.64,2.0,0.62,IPO,11.33,1
Innovision,2026-03-23,2026,3,519,319.25,27.0,33.8,14.3,8.6,0.6,3.46,-92.0,-17.73,IPO,-27.9,1
Rajputana Stainless,2026-03-19,2026,3,122,254.98,110.0,21.1,2.51,2.59,0.27,1.12,3.0,2.46,IPO,-7.35,1
Sedemac Mechatronics,2026-03-11,2026,3,1352,1087.35,11.0,126.91,8.46,0.77,0.2,2.68,0.0,0.0,IPO,7.33,1
Omnitech Engineering,2026-03-05,2026,3,227,583.0,66.0,54.47,3.0,0.77,0.35,1.2,0.0,0.0,IPO,-9.72,1
Shree Ram Twistex,2026-03-02,2026,3,104,110.24,144.0,38.21,3.94,220.3,76.63,43.66,-28.0,-26.92,IPO,-31.35,1
Gaudium IVF,2026-02-27,2026,2,79,165.0,189.0,25.36,1.62,14.05,7.6,7.27,0.0,0.0,IPO,1.59,1
Aye Finance,2026-02-16,2026,2,129,1010.0,116.0,14.11,1.62,0.05,0.81,1.04,-2.0,-1.55,IPO,-0.07,1
Fractal Analytics,2026-02-16,2026,2,900,2833.9,16.0,65.5,4.41,1.11,1.1,2.81,-28.0,-3.11,IPO,-5.87,1
Shadowfax Technologies,2026-01-28,2026,1,124,1907.27,120.0,1017.96,4.0,0.88,2.43,2.86,-3.5,-2.82,IPO,-11.31,1
Amagi Media Labs,2026-01-21,2026,1,361,1788.62,41.0,-101.78,33.13,38.26,9.54,30.24,-1.0,-0.28,IPO,-3.53,1
Bharat Coking Coal,2026-01-19,2026,1,23,1068.78,600.0,8.64,310.81,240.49,49.37,143.85,18.5,80.43,IPO,76.43,1
Modern Diagnostic & Research Centre Ltd.,2026-01-07,2026,1,90,35.04,0.0,,78.84,702.57,337.84,263.37,0.0,0.0,,5.54,0
E to E Transportation Infrastructure Ltd.,2026-01-02,2026,1,174,79.97,0.0,,95.34,871.56,541.83,368.17,0.0,0.0,,88.39,0
Apollo Techno Industries Ltd.,2025-12-31,2025,12,130,45.55,0.0,,11.12,98.46,48.13,37.2,0.0,0.0,,16.88,0
Bai Kakaji Polymers Ltd.,2025-12-31,2025,12,186,99.9,0.0,,3.85,7.92,3.85,4.46,0.0,0.0,,1.18,0
Admach Systems Ltd.,2025-12-31,2025,12,239,40.47,0.0,,1.57,7.37,3.85,3.84,0.0,0.0,,-16.0,0
Nanta Tech Ltd.,2025-12-31,2025,12,220,29.91,0.0,,5.93,7.11,3.09,5.08,0.0,0.0,,11.68,0
Dhara Rail Projects Ltd.,2025-12-31,2025,12,126,47.63,0.0,,29.34,199.47,96.91,78.53,0.0,0.0,,25.0,0
Sundrex Oil Co.Ltd.,2025-12-30,2025,12,86,30.62,0.0,,1.0,0.69,1.86,1.38,0.0,0.0,,-23.95,0
Shyam Dhani Industries Ltd.,2025-12-30,2025,12,70,36.53,0.0,,103.34,1619.12,1126.37,690.06,0.0,0.0,,99.5,0
Gujarat Kidney & Super Speciality Ltd.,2025-12-30,2025,12,114,250.8,0.0,,1.18,4.73,18.31,3.42,0.0,0.0,,-8.3,1
Dachepalli Publishers Ltd.,2025-12-30,2025,12,102,38.36,0.0,,1.18,3.07,1.87,1.7,0.0,0.0,,-22.4,0
EPW India Ltd.,2025-12-30,2025,12,97,30.22,0.0,,1.07,1.53,1.28,1.21,0.0,0.0,,20.15,0
MARC Technocrats Ltd.,2025-12-24,2025,12,93,40.37,0.0,,8.67,8.71,10.69,9.69,0.0,0.0,,-23.98,0
Global Ocean Logistics India Ltd.,2025-12-24,2025,12,78,28.89,0.0,,2.74,29.47,11.67,9.89,0.0,0.0,,1.65,0
KSH International Ltd.,2025-12-23,2025,12,384,626.35,0.0,,1.17,0.45,0.93,0.98,0.0,0.0,,-7.55,1
Neptune Logitek Ltd.,2025-12-22,2025,12,126,44.29,0.0,,,0.33,2.86,1.59,0.0,0.0,,-23.97,0
Ashwini Container Movers Ltd.,2025-12-19,2025,12,142,67.45,0.0,,1.23,3.5,1.13,1.54,0.0,0.0,,-1.34,0
ICICI Prudential Asset Management Co.Ltd.,2025-12-19,2025,12,2165,10602.65,0.0,,50.39,21.0,2.42,28.19,0.0,0.0,,19.44,1
Exim Routes Ltd.,2025-12-19,2025,12,88,41.54,0.0,,8.25,21.59,9.89,10.83,0.0,0.0,,31.25,0
Stanbik Agro Ltd.,2025-12-19,2025,12,30,11.65,0.0,,,1.29,1.68,1.48,0.0,0.0,,11.1,0
HRS Aluglaze Ltd.,2025-12-18,2025,12,96,48.28,0.0,,11.71,82.29,48.82,35.49,0.0,0.0,,37.81,0
Pajson Agro India Ltd.,2025-12-18,2025,12,118,70.23,0.0,,5.19,6.85,3.79,4.95,0.0,0.0,,10.34,0
Shipwaves Online Ltd.,2025-12-17,2025,12,12,53.53,0.0,,,0.37,2.94,1.65,0.0,0.0,,-5.0,0
Park Medi World Ltd.,2025-12-17,2025,12,162,920.0,0.0,,5.58,15.51,3.24,6.25,0.0,0.0,,-8.67,1
Nephrocare Health Services Ltd.,2025-12-17,2025,12,460,871.05,0.0,,11.29,24.73,2.29,10.12,0.0,0.0,,2.45,1
Unisem Agritech Ltd.,2025-12-17,2025,12,65,20.36,0.0,,1.61,1.78,2.2,1.84,0.0,0.0,,-5.0,0
Riddhi Display Equipments Ltd.,2025-12-15,2025,12,100,23.45,0.0,,2.19,1.93,7.88,4.89,0.0,0.0,,-24.0,0
Corona Remedies Ltd.,2025-12-15,2025,12,1062,655.37,0.0,,117.52,219.49,29.29,101.01,0.0,0.0,,35.44,1
Wakefit Innovations Ltd.,2025-12-15,2025,12,195,1288.89,0.0,,1.82,1.02,3.07,1.82,0.0,0.0,,-1.39,1
Prodocs Solutions Ltd.,2025-12-15,2025,12,138,26.22,0.0,,1.24,4.61,2.36,2.17,0.0,0.0,,9.57,0
K.V.Toys India Ltd.,2025-12-15,2025,12,239,37.74,0.0,,78.44,506.12,371.82,247.16,0.0,0.0,,40.59,0
Flywings Simulator Training Centre Ltd.,2025-12-12,2025,12,191,54.19,0.0,,1.23,3.46,0.95,1.47,0.0,0.0,,7.2,0
Encompass Design India Ltd.,2025-12-12,2025,12,107,38.2,0.0,,1.16,4.6,1.68,1.86,0.0,0.0,,80.51,0
Methodhub Software Ltd.,2025-12-12,2025,12,194,97.35,0.0,,12.49,47.84,21.96,21.11,0.0,0.0,,-16.03,0
Western Overseas Study Abroad Ltd.,2025-12-11,2025,12,56,9.56,0.0,,,0.39,2.39,1.39,0.0,0.0,,-6.86,0
Luxury Time Ltd.,2025-12-11,2025,12,82,16.98,0.0,,80.16,687.93,853.02,443.97,0.0,0.0,,99.5,0
Vidya Wires Ltd.,2025-12-10,2025,12,52,300.01,0.0,,2.74,55.65,29.35,19.99,0.0,0.0,,2.25,1
Aequs Ltd.,2025-12-10,2025,12,124,921.81,0.0,,49.72,82.97,78.08,57.41,0.0,0.0,,22.01,1
Meesho Ltd.,2025-12-10,2025,12,111,5421.2,0.0,,49.97,39.29,19.12,45.28,0.0,0.0,,53.23,1
Shri Kanha Stainless Ltd.,2025-12-10,2025,12,90,43.95,0.0,,,0.61,4.88,2.75,0.0,0.0,,-7.11,0
Neochem Bio Solutions Ltd.,2025-12-09,2025,12,98,42.69,0.0,,9.6,20.78,9.36,11.2,0.0,0.0,,14.08,0
Helloji Holidays Ltd.,2025-12-09,2025,12,118,10.41,0.0,,14.5,39.97,22.83,21.27,0.0,0.0,,5.0,0
Ravelcare Ltd.,2025-12-08,2025,12,130,22.88,0.0,,63.3,752.92,456.3,305.19,0.0,0.0,,46.88,0
Clear Secured Services Ltd.,2025-12-08,2025,12,132,81.31,0.0,,4.59,12.52,6.57,6.47,0.0,0.0,,-14.36,0
Speb Adhesives Ltd.,2025-12-08,2025,12,56,30.72,0.0,,1.7,4.06,1.71,2.06,0.0,0.0,,1.79,0
Invicta Diagnostic Ltd.,2025-12-08,2025,12,85,26.71,0.0,,2.01,6.94,3.38,3.41,0.0,0.0,,13.76,0
Astron Multigrain Ltd.,2025-12-08,2025,12,63,17.46,0.0,,,0.5,1.93,1.22,0.0,0.0,,-24.0,0
Purple Wave Infocom Ltd.,2025-12-05,2025,12,126,29.84,0.0,,5.68,7.66,3.77,5.29,0.0,0.0,,3.57,0
Logiciel Solutions Ltd.,2025-12-05,2025,12,193,37.9,0.0,,1.31,0.72,3.35,2.0,0.0,0.0,,-23.99,0
Exato Technologies Ltd.,2025-12-05,2025,12,140,35.57,0.0,,130.52,1494.55,1048.02,656.94,0.0,0.0,,99.5,0
K K Silk Mills Ltd.,2025-12-03,2025,12,38,27.08,0.0,,5.71,1.6,9.45,5.53,0.0,0.0,,-20.0,0
Mother Nutri Foods Ltd.,2025-12-03,2025,12,117,36.74,0.0,,4.65,34.4,11.18,11.4,0.0,0.0,,6.24,0
SSMD Agrotech India Ltd.,2025-12-02,2025,12,121,32.2,0.0,,5.33,0.61,2.24,1.46,0.0,0.0,,-36.65,0
Sudeep Pharma Ltd.,2025-11-28,2025,11,593,895.0,0.0,,85.68,116.18,15.14,65.56,0.0,0.0,,30.55,1
Excelsoft Technologies Ltd.,2025-11-26,2025,11,120,500.0,0.0,,20.52,106.72,16.01,31.87,0.0,0.0,,4.97,1
Gallard Steel Ltd.,2025-11-26,2025,11,150,35.63,0.0,,92.55,625.79,348.42,263.01,0.0,0.0,,56.17,0
Capillary Technologies India Ltd.,2025-11-21,2025,11,577,877.5,0.0,,23.44,69.49,15.4,29.48,0.0,0.0,,5.11,1
Fujiyama Power Systems Ltd.,2025-11-20,2025,11,228,828.0,0.0,,2.72,0.88,1.01,1.84,0.0,0.0,,-8.58,1
Tenneco Clean Air India Ltd.,2025-11-19,2025,11,397,3600.0,0.0,,70.45,42.65,5.26,43.47,0.0,0.0,,23.63,1
Mahamaya Lifesciences Ltd.,2025-11-18,2025,11,114,66.91,0.0,,1.17,3.63,1.01,1.48,0.0,0.0,,1.75,0
PhysicsWallah Ltd.,2025-11-18,2025,11,109,3480.0,0.0,,1.75,0.5,1.06,1.49,0.0,0.0,,42.42,1
Workmates Core2Cloud Solution Ltd.,2025-11-18,2025,11,204,66.34,0.0,,60.79,203.37,111.14,99.91,0.0,0.0,,80.51,0
Emmvee Photovoltaic Power Ltd.,2025-11-18,2025,11,217,2900.0,0.0,,1.15,0.3,1.11,1.02,0.0,0.0,,1.11,1
Shining Tools Ltd.,2025-11-14,2025,11,114,16.24,0.0,,,0.4,1.85,1.13,0.0,0.0,,-13.33,0
Curis Lifesciences Ltd.,2025-11-14,2025,11,128,26.14,0.0,,39.6,115.05,44.02,52.57,0.0,0.0,,10.16,0
Pine Labs Ltd.,2025-11-14,2025,11,221,3900.17,0.0,,2.2,0.29,1.2,1.81,0.0,0.0,,13.52,1
Finbud Financial Services Ltd.,2025-11-13,2025,11,142,68.09,0.0,,2.68,8.37,2.88,3.6,0.0,0.0,,16.09,0
Billionbrains Garage Ventures Ltd.,2025-11-12,2025,11,100,6632.3,0.0,,9.41,14.1,9.17,10.09,0.0,0.0,,31.33,1
Shreeji Global FMCG Ltd.,2025-11-12,2025,11,125,80.75,0.0,,1.25,5.06,2.89,2.85,0.0,0.0,,-18.64,0
Lenskart Solutions Ltd.,2025-11-10,2025,11,402,7278.02,0.0,,16.74,18.28,7.48,16.01,0.0,0.0,,0.27,1
Studds Accessories Ltd.,2025-11-07,2025,11,585,455.49,0.0,,64.55,76.66,21.55,51.31,0.0,0.0,,-4.22,1
Safecure Services Ltd.,2025-11-06,2025,11,102,29.07,0.0,,,0.33,3.28,1.81,0.0,0.0,,-23.97,0
Orkla India Ltd.,2025-11-06,2025,11,730,1667.54,0.0,,47.55,54.25,6.8,34.25,0.0,0.0,,-2.24,1
Game Changers Texfab Ltd.,2025-11-04,2025,11,102,52.08,0.0,,1.04,1.47,1.14,1.14,0.0,0.0,,7.21,0
Jayesh Logistics Ltd.,2025-11-03,2025,11,122,27.17,0.0,,21.22,138.6,51.03,49.32,0.0,0.0,,-3.44,0
Midwest Ltd.,2025-10-24,2025,10,1065,451.1,0.0,,59.13,175.57,24.56,64.34,0.0,0.0,,7.09,1
Shlokka Dyes Ltd.,2025-10-17,2025,10,91,54.84,0.0,,1.02,2.21,0.63,1.09,0.0,0.0,,-6.04,0
SK Minerals & Additives Ltd.,2025-10-17,2025,10,127,39.09,0.0,,1.03,7.14,3.36,2.76,0.0,0.0,,19.88,0
Canara HSBC Life Insurance Co.Ltd.,2025-10-17,2025,10,106,2517.5,0.0,,3.44,0.32,0.4,1.9,0.0,0.0,,5.11,1
Sihora Industries Ltd.,2025-10-17,2025,10,66,10.03,0.0,,,1.21,1.38,1.29,0.0,0.0,,0.76,0
Rubicon Research Ltd.,2025-10-16,2025,10,485,1377.68,0.0,,55.39,101.82,36.48,60.38,0.0,0.0,,29.53,1
Canara Robeco Asset Management Co.Ltd.,2025-10-16,2025,10,266,1326.13,0.0,,10.96,6.4,1.86,7.09,0.0,0.0,,12.95,1
LG Electronics India Ltd.,2025-10-14,2025,10,1140,11607.01,0.0,,67.21,22.08,3.39,38.03,0.0,0.0,,48.24,1
Mittal Sections Ltd.,2025-10-14,2025,10,143,50.26,0.0,,1.13,0.55,3.98,2.21,0.0,0.0,,-23.99,0
Tata Capital Ltd.,2025-10-13,2025,10,326,15511.87,0.0,,1.98,1.95,1.06,1.65,0.0,0.0,,1.38,1
WeWork India Management Ltd.,2025-10-10,2025,10,648,3000.0,0.0,,1.33,0.23,0.57,1.09,0.0,0.0,,-2.99,1
NSB BPO Solutions Ltd.,2025-10-10,2025,10,121,60.92,0.0,,25.49,0.79,0.2,1.0,0.0,0.0,,0.25,0
DSM Fresh Foods Ltd.,2025-10-09,2025,10,100,55.75,0.0,,1.42,1.67,0.93,1.29,0.0,0.0,,26.0,0
Greenleaf Envirotech Ltd.,2025-10-09,2025,10,136,20.75,0.0,,,4.16,3.51,3.82,0.0,0.0,,-2.28,0
Valplast Technologies Ltd.,2025-10-08,2025,10,54,26.58,0.0,,1.33,0.73,1.48,1.29,0.0,0.0,,8.57,0
B.A.G.Convergence Ltd.,2025-10-08,2025,10,87,46.28,0.0,,1.17,2.59,0.82,1.27,0.0,0.0,,21.9,0
Chiraharit Ltd.,2025-10-08,2025,10,21,29.51,0.0,,,0.73,3.02,1.88,0.0,0.0,,-24.0,0
Zelio E-Mobility Ltd.,2025-10-08,2025,10,136,74.34,0.0,,1.36,1.52,1.31,1.37,0.0,0.0,,19.56,0
Advance Agrolife Ltd.,2025-10-08,2025,10,100,192.86,0.0,,11.59,174.55,22.17,39.68,0.0,0.0,,8.3,1
Sheel Biotech Ltd.,2025-10-08,2025,10,63,32.31,0.0,,8.74,25.89,9.5,11.59,0.0,0.0,,51.67,0
Infinity Infoway Ltd.,2025-10-08,2025,10,155,23.19,0.0,,63.76,549.36,300.51,201.16,0.0,0.0,,99.48,0
Om Freight Forwarders Ltd.,2025-10-08,2025,10,135,122.31,0.0,,2.91,7.38,2.77,3.58,0.0,0.0,,-36.61,1
Munish Forge Ltd.,2025-10-08,2025,10,96,70.23,0.0,,2.22,4.87,2.64,2.77,0.0,0.0,,14.84,0
Sunsky Logistics Ltd.,2025-10-08,2025,10,46,15.98,0.0,,,2.01,0.92,1.46,0.0,0.0,,16.41,0
Glottis Ltd.,2025-10-07,2025,10,129,307.0,0.0,,1.54,3.06,1.43,1.95,0.0,0.0,,-35.12,1
Sodhani Capital Ltd.,2025-10-07,2025,10,51,10.17,0.0,,,4.73,4.75,4.74,0.0,0.0,,64.71,0
Vijaypd Ceutical Ltd.,2025-10-07,2025,10,35,18.26,0.0,,,1.86,0.88,1.37,0.0,0.0,,2.57,0
Om Metallogic Ltd.,2025-10-07,2025,10,86,21.22,0.0,,,0.43,2.58,1.5,0.0,0.0,,-1.16,0
Suba Hotels Ltd.,2025-10-07,2025,10,111,71.69,0.0,,9.34,22.42,9.02,11.2,0.0,0.0,,45.86,0
Dhillon Freight Carrier Ltd.,2025-10-07,2025,10,72,9.57,0.0,,,0.99,4.81,2.9,0.0,0.0,,-24.0,0
Fabtech Technologies Ltd.,2025-10-07,2025,10,191,230.3,0.0,,2.02,1.95,2.04,2.01,0.0,0.0,,-4.5,1
KVS Castings Ltd.,2025-10-06,2025,10,56,26.41,0.0,,3.31,5.1,2.62,3.34,0.0,0.0,,24.3,0
Rukmani Devi Garg Agro Impex Ltd.,2025-10-06,2025,10,99,22.33,0.0,,8.23,77.2,39.72,29.6,0.0,0.0,,-22.09,0
M P K Steels (I) Ltd.,2025-10-06,2025,10,79,24.45,0.0,,19.95,0.64,0.57,1.53,0.0,0.0,,5.7,0
Ameenji Rubber Ltd.,2025-10-06,2025,10,100,28.46,0.0,,2.51,2.12,1.06,1.94,0.0,0.0,,6.05,0
Pace Digitek Ltd.,2025-10-06,2025,10,219,819.15,0.0,,1.29,2.94,1.05,1.45,0.0,0.0,,-0.46,1
Manas Polymers & Energies Ltd.,2025-10-06,2025,10,81,22.33,0.0,,6.66,1.77,0.19,1.23,0.0,0.0,,80.49,0
Bhavik Enterprises Ltd.,2025-10-06,2025,10,140,73.08,0.0,,,1.46,0.68,1.07,0.0,0.0,,3.79,0
Chatterbox Technologies Ltd.,2025-10-03,2025,10,115,40.71,0.0,,16.47,80.85,47.51,37.04,0.0,0.0,,12.17,0
Trualt Bioenergy Ltd.,2025-10-03,2025,10,496,839.28,0.0,,66.53,102.95,11.37,52.69,0.0,0.0,,7.05,1
Gujarat Peanut & Agri Products Ltd.,2025-10-03,2025,10,80,22.62,0.0,,,8.37,7.62,8.0,0.0,0.0,,-16.0,0
Jinkushal Industries Ltd.,2025-10-03,2025,10,121,116.15,0.0,,14.64,145.9,46.64,45.54,0.0,0.0,,0.55,1
Earkart Ltd.,2025-10-03,2025,10,135,46.76,0.0,,,2.2,0.35,1.28,0.0,0.0,,5.37,0
Telge Projects Ltd.,2025-10-03,2025,10,105,25.87,0.0,,3.19,2.74,1.73,2.61,0.0,0.0,,5.19,0
Epack Prefab Technologies Ltd.,2025-10-01,2025,10,204,504.0,0.0,,2.75,3.74,1.7,2.53,0.0,0.0,,-6.54,1
Solvex Edibles Ltd.,2025-10-01,2025,10,72,17.93,0.0,,,1.31,0.73,1.02,0.0,0.0,,-10.28,0
BMW Ventures Ltd.,2025-10-01,2025,10,99,231.66,0.0,,1.89,1.08,0.96,1.0,0.0,0.0,,-25.15,1
Praruh Technologies Ltd.,2025-10-01,2025,10,63,22.31,0.0,,1.07,2.14,0.93,1.18,0.0,0.0,,1.98,0
Gurunanak Agriculture India Ltd.,2025-10-01,2025,10,75,27.36,0.0,,,0.29,3.13,1.71,0.0,0.0,,-24.0,0
Jain Resource Recycling Ltd.,2025-10-01,2025,10,232,1250.0,0.0,,11.3,5.58,3.72,9.69,0.0,0.0,,37.09,1
Justo Realfintech Ltd.,2025-10-01,2025,10,127,59.82,0.0,,3.71,6.8,2.08,3.61,0.0,0.0,,-0.2,0
Systematic Industries Ltd.,2025-10-01,2025,10,195,109.75,0.0,,4.63,7.81,3.34,4.66,0.0,0.0,,0.74,0
Anand Rathi Share & Stock Brokers Ltd.,2025-09-30,2025,9,414,745.64,0.0,,19.04,30.04,4.95,15.55,0.0,0.0,,7.62,1
Seshaasai Technologies Ltd.,2025-09-30,2025,9,423,813.28,0.0,,76.26,51.27,9.24,48.93,0.0,0.0,,-2.73,1
Jaro Institute of Technology Management & Research Ltd.,2025-09-30,2025,9,890,450.0,0.0,,15.59,37.21,9.01,16.53,0.0,0.0,,-16.38,1
Ecoline Exim Ltd.,2025-09-30,2025,9,141,72.59,0.0,,4.71,5.41,4.34,4.69,0.0,0.0,,-0.35,0
Solarworld Energy Solutions Ltd.,2025-09-30,2025,9,351,490.0,0.0,,30.27,68.02,50.69,37.97,0.0,0.0,,-7.83,1
Matrix Geo Solutions Ltd.,2025-09-30,2025,9,104,37.98,0.0,,5.87,8.8,4.4,5.8,0.0,0.0,,-4.66,0
True Colors Ltd.,2025-09-30,2025,9,191,121.54,0.0,,18.3,50.71,44.14,32.23,0.0,0.0,,-4.16,0
Aptus Pharma Ltd.,2025-09-30,2025,9,70,12.36,0.0,,1.79,28.86,31.43,16.28,0.0,0.0,,21.2,0
BharatRohan Airborne Innovations Ltd.,2025-09-30,2025,9,85,42.76,0.0,,4.06,16.0,8.46,7.46,0.0,0.0,,8.22,0
Atlanta Electricals Ltd.,2025-09-29,2025,9,754,687.85,0.0,,77.97,55.6,10.54,50.62,0.0,0.0,,9.2,1
Ganesh Consumer Products Ltd.,2025-09-29,2025,9,322,408.8,0.0,,2.39,4.31,1.13,2.23,0.0,0.0,,-8.6,1
Prime Cable Industries Ltd.,2025-09-29,2025,9,83,38.03,0.0,,4.81,9.36,6.8,6.19,0.0,0.0,,-5.66,0
GK Energy Ltd.,2025-09-26,2025,9,153,464.26,0.0,,77.69,128.29,21.34,65.56,0.0,0.0,,9.63,1
Saatvik Green Energy Ltd.,2025-09-26,2025,9,465,900.2,0.0,,5.14,10.53,2.72,5.09,0.0,0.0,,-5.23,1
Siddhi Cotspin Ltd.,2025-09-26,2025,9,108,66.36,0.0,,17.53,0.44,1.18,2.62,0.0,0.0,,-23.98,0
Ivalue Infosolutions Ltd.,2025-09-25,2025,9,299,560.29,0.0,,1.98,1.18,1.22,1.59,0.0,0.0,,-5.74,1
JD Cables Ltd.,2025-09-25,2025,9,152,91.19,0.0,,51.38,179.05,105.48,89.83,0.0,0.0,,3.88,0
VMS TMT Ltd.,2025-09-24,2025,9,99,148.5,0.0,,48.35,226.19,46.34,82.91,0.0,0.0,,0.66,1
Sampat Aluminium Ltd.,2025-09-24,2025,9,120,28.51,0.0,,35.79,296.38,161.09,118.93,0.0,0.0,,-4.04,0
Euro Pratik Sales Ltd.,2025-09-23,2025,9,247,451.31,0.0,,1.13,1.95,1.23,1.29,0.0,0.0,,0.56,1
TechD Cybersecurity Ltd.,2025-09-22,2025,9,193,37.03,0.0,,114.14,1276.78,714.51,498.91,0.0,0.0,,99.48,0
L.T.Elevator Ltd.,2025-09-19,2025,9,78,37.4,0.0,,39.17,355.61,158.32,128.39,0.0,0.0,,83.21,0
Airfloa Rail Technology Ltd.,2025-09-18,2025,9,140,86.53,0.0,,86.44,350.82,326.29,210.19,0.0,0.0,,99.5,0
Shringar House of Mangalsutra Ltd.,2025-09-17,2025,9,165,400.95,0.0,,41.17,82.36,26.66,42.24,0.0,0.0,,12.05,1
Dev Accelerator Ltd.,2025-09-17,2025,9,61,143.35,0.0,,9.05,87.49,160.88,35.82,0.0,0.0,,5.0,1
Galaxy Medicare Ltd.,2025-09-17,2025,9,54,21.19,0.0,,1.0,0.39,1.91,1.3,0.0,0.0,,-5.0,0
Jay Ambe Supermarkets Ltd.,2025-09-17,2025,9,78,17.52,0.0,,7.39,110.08,71.11,45.15,0.0,0.0,,6.35,0
Urban Co.Ltd.,2025-09-17,2025,9,103,1900.24,0.0,,59.44,77.52,40.1,60.14,0.0,0.0,,61.97,1
Taurian MPS Ltd.,2025-09-16,2025,9,171,37.41,0.0,,7.05,17.13,6.8,8.48,0.0,0.0,,28.95,0
Nilachal Carbo Metalicks Ltd.,2025-09-16,2025,9,85,53.28,0.0,,,4.58,1.09,2.84,0.0,0.0,,-16.0,0
Karbonsteel Engineering Ltd.,2025-09-16,2025,9,159,56.31,0.0,,49.46,86.42,46.72,54.06,0.0,0.0,,22.23,0
Krupalu Metals Ltd.,2025-09-16,2025,9,72,12.8,0.0,,,1.26,1.13,1.19,0.0,0.0,,-16.0,0
Vashishtha Luxury Fashion Ltd.,2025-09-15,2025,9,111,8.42,0.0,,1.27,2.47,2.14,2.17,0.0,0.0,,9.68,0
Sharvaya Metals Ltd.,2025-09-12,2025,9,196,55.86,0.0,,1.2,6.44,6.2,3.74,0.0,0.0,,6.15,0
Austere Systems Ltd.,2025-09-12,2025,9,55,14.78,0.0,,93.69,2158.67,1069.13,749.69,0.0,0.0,,44.22,0
Vigor Plast India Ltd.,2025-09-12,2025,9,81,23.85,0.0,,2.52,6.99,2.45,3.17,0.0,0.0,,5.8,0
Optivalue Tek Consulting Ltd.,2025-09-10,2025,9,84,49.19,0.0,,20.64,118.88,49.4,45.68,0.0,0.0,,22.14,0
Amanta Healthcare Ltd.,2025-09-09,2025,9,126,126.0,0.0,,14.8,209.13,53.59,57.53,0.0,0.0,,12.5,1
Goel Construction Co.Ltd.,2025-09-09,2025,9,263,95.14,0.0,,50.37,224.79,87.91,87.92,0.0,0.0,,20.76,0
Rachit Prints Ltd.,2025-09-08,2025,9,149,18.52,0.0,,1.0,0.53,2.67,1.59,0.0,0.0,,-23.99,0
Sugs Lloyd Ltd.,2025-09-05,2025,9,123,81.35,0.0,,1.43,5.29,2.08,3.07,0.0,0.0,,2.32,0
Snehaa Organics Ltd.,2025-09-05,2025,9,122,31.05,0.0,,41.93,16.19,37.25,27.48,0.0,0.0,,-5.0,0
Abril Paper Tech Ltd.,2025-09-05,2025,9,61,12.74,0.0,,,5.62,16.64,11.13,0.0,0.0,,-19.05,0
Oval Projects Engineering Ltd.,2025-09-04,2025,9,85,44.16,0.0,,3.4,0.8,0.77,1.57,0.0,0.0,,0.06,0
Anlon Healthcare Ltd.,2025-09-03,2025,9,91,121.03,0.0,,1.05,10.5,45.82,6.95,0.0,0.0,,0.8,1
Vikran Engineering Ltd.,2025-09-03,2025,9,97,772.0,0.0,,8.67,61.68,11.27,17.53,0.0,0.0,,-1.33,1
Current Infraprojects Ltd.,2025-09-03,2025,9,80,39.65,0.0,,77.36,272.91,393.44,213.37,0.0,0.0,,90.94,0
Sattva Engineering Construction Ltd.,2025-09-03,2025,9,75,33.58,0.0,,50.04,351.72,171.51,139.16,0.0,0.0,,33.13,0
Globtier Infotech Ltd.,2025-09-02,2025,9,72,29.43,0.0,,,0.64,2.02,1.33,0.0,0.0,,-24.0,0
NIS Management Ltd.,2025-09-02,2025,9,111,56.34,0.0,,1.73,8.71,0.81,2.47,0.0,0.0,,-7.57,0
Anondita Medicare Ltd.,2025-09-01,2025,9,145,65.58,0.0,,62.03,526.47,285.63,210.36,0.0,0.0,,99.48,0
Shivashrit Foods Ltd.,2025-09-01,2025,9,142,66.51,0.0,,1.39,3.61,2.32,2.05,0.0,0.0,,-0.39,0
Classic Electrodes (India) Ltd.,2025-09-01,2025,9,87,39.09,0.0,,34.91,356.77,157.44,126.22,0.0,0.0,,9.2,0
ARC Insulation & Insulators Ltd.,2025-08-29,2025,8,125,39.13,0.0,,6.83,26.5,17.2,13.42,0.0,0.0,,10.2,0
Mangal Electrical Industries Ltd.,2025-08-28,2025,8,561,400.0,0.0,,5.13,19.7,4.99,7.27,0.0,0.0,,-4.57,1
Shreeji Shipping Global Ltd.,2025-08-26,2025,8,252,410.71,0.0,,44.82,72.62,21.57,40.85,0.0,0.0,,1.23,1
Gem Aromatics Ltd.,2025-08-26,2025,8,325,451.25,0.0,,22.14,45.9,10.29,21.55,0.0,0.0,,-1.83,1
LGT Business Connextions Ltd.,2025-08-26,2025,8,107,26.68,0.0,,,0.77,2.38,1.58,0.0,0.0,,-23.97,0
Vikram Solar Ltd.,2025-08-26,2025,8,332,2079.37,0.0,,58.56,52.8,7.77,39.73,0.0,0.0,,7.35,1
